"","Token_ID","Year","Corpora","Source","Context","Code","tokenType"
"1658",658,2010,"MAG","RollingStone","  live album, a box set, "" he said. "" It was one long project that took almost three years. Now that we've gotten a lot of","T","long"
"1659",659,2009,"FIC","Bk:SinsLordEasterbrook","  "" Boots, man. Now. "" # Even getting barely dressed took too long. Christian admitted that by the time he descended to the house's public rooms","T","long"
"1660",660,2016,"MAG","Slate Magazine",". Phife died Tuesday at the age of 45, when he finally lost his long battle with complications from diabetes. # Advertisement # No hip-hop group in history was","T","long"
"1661",661,2010,"MAG","MotherEarth","  but also those to come. The letters we received championing planting trees for the long haul confirmed how important this perspective is to all of you. Broadfork: A","T","long"
"1662",662,2015,"FIC","Bk:AmericanPeople","  , for one reason or another, often no longer valid, much of it long forgotten, and gaining access to it requires an investigation, a security clearance,","T","long"
"1663",663,2013,"MAG","Atlantic","  and who provided for him -- right down to the white Buick LeSabre. But long before the murders, Rafferty would complain to his half-sister Rayna about how tough his","T","long"
"1664",664,2007,"MAG","Backpacker","  route, we'd hoped to hike many of the features that have made this long, narrow, and stubbornly wild range a backpacker's paradise. We'd camp","S","long"
"1665",665,2008,"FIC","Bk:FineJustWayItIs","  sound of the rain sharpened. That's sleet, he thought, remembering a long October ride in such weather when he was young, his denim jacket soaked through","T","long"
"1666",666,2011,"MAG","AmSpect","  was inspired by that, "" Pawlenty says. "" Even though the hours were long and the work was difficult, I was energized by that. "" Can Pawlenty","T","long"
"1667",667,2008,"MAG","Ebony","  to vote, and those sacrifices should not be in vain. It wasn't long ago that segregation permitted separate water fountains and washrooms for different races. The real","T","long"
"1668",668,2010,"FIC","Bk:SecretGlass","  over the caustic scent of the melting minerals and burning wood. Sophia pulled the long, heavy metal blowpipe out of the rectangular door, the ball of volcanic material","S","long"
"1669",669,2008,"MAG","FieldStream","  for Connecticut and I was headed back to Montana. While laughing about our past long evening in the cold canyon, he said that he never again goes hunting without","T","long"
"1670",670,2009,"FIC","Bk:NoWarriorsNoGlory","  thought of an eternity of coming home to an empty house, dinner alone and long lonely nights caused Jan to shiver. It was a response she'd learned to","T","long"
"1671",671,2007,"FIC","Mov:Havoc2","  to asshole. Nathan smiles a thank you to Wendy and then there is another long silence. NATHAN (picking up Wendy's comment from before) But when do","T","long"
"1672",672,2006,"FIC","Bk:SupermanReturns","  giggled, the chubby flesh around his eyes wrinkled as he reached to touch her long dark hair. She was beautiful but her dark gray eyes were welling up with","S","long"
"1673",673,2006,"FIC","MassachRev","  do the math on Jerome's age. If he came to the station not long after college, and stayed five years, and left for four.... Well,","T","long"
"1674",674,2016,"MAG","Gizmodo","that gif of the Falcon 9 rocket landing itself on a drone ship all day long. But, after watching this string of the last four years of SpaceX's","T","long"
"1675",675,2016,"SPOK","NPR: Fresh Air","  's now a phrase people know that it's a shorthand for. But as long - what that memo from our standards editor says is as long as you include","O","long"
"1676",676,2016,"FIC","Analog","  still there. # Nanne worked as quickly as she could, not knowing how long she had until someone came for her. The wiring was complicated, and she","T","long"
"1677",677,2014,"MAG","Horticulture","; Zones 5-9) remind me of houseplants. They're two feet tall with long, waxy, undulating evergreen leaves. Place them next to a lady fern or","S","long"
"1678",678,2007,"MAG","RollingStone","  "" I say, a little too cheerfully. Apatow looks at me for a long moment. "" Exactly, "" he says. Sidebar THE TEENAGE APATOW spent free","T","long"
"1679",679,2011,"MAG","ChristCentury","  how to do that "" long before they're grown-ups- which is to say, long before they're ready to do it. Sometimes we wonder if. in its","T","long"
"1680",680,2006,"FIC","FantasySciFi","  out other tools from the box: a filet knife, a wooden-handled fork with long silver tines, a Japanese cleaver. "" Merilee's grandmother, Yobaiotu, was","S","long"
"1681",681,2009,"MAG","Newsweek","  with the' common sense "" view that mammograms save lives. There is a long list of personality differences between liberals or Democrats and conservatives or Republicans. The former","O","long"
"1682",682,2012,"SPOK","Fox: The Five","  have the upper-hand when it comes to Medicare. Rove writes, "" Democrats have long had an issue advantage on Medicare. "" Very good. That was right,","T","long"
"1683",683,2011,"FIC","NewEnglandRev","  in English and philosophy. He's really smart. I don't know how long we're gon na last, though. Which sucks, because I love him","T","long"
"1684",684,2008,"MAG","Bicycling",". Our 13-mite Churchview hill ride is a tougher workout than ou r 21-mile Sauerkraut Long flat ride. 3. Postride, wipe and lube the chain and inflate the","F","long"
"1685",685,2011,"MAG","MotherEarth","was a necessary tool for timber framing. "" # The platform measures 30 inches long, and the whole apparatus is 24 inches tall. You can adjust the angle","S","long"
"1686",686,2017,"FIC","Bk:OperationZuluRedemption","  Strong. Protective. Funny. He'd never let his dark brown hair grow long but kept it short and tight. Naturally tanned from his Italian side, Sam","S","long"
"1687",687,2017,"FIC","FantasySciFi","  bio-widgets rolling off an assembly line. She wouldn't be working in Sequencing for long; she'd jump up to more important posts, and quickly. She did","T","long"
"1688",688,2014,"SPOK","CBS: Face The Nation","  the Russians seem to be giving us on security? MORELL# So there's a long history of cooperation between nations who are hosting an Olympics and the United States government","T","long"
"1689",689,2017,"SPOK","Fox: Fox Hannity","  this kind of stuff actually is something you should be cheering on, because as long as the Democrats wallow in their hatred of Trump and don't do the hard","T","long"
"1690",690,2008,"MAG","Backpacker","  of Le Conte Canyon, and I follow it on a magical descent spiced by long slab waterfalls, the twisting bonsai trunks of Sierra junipers, and conical peaks of","S","long"
"1691",691,2011,"FIC","Bk:RidingTrailTears","  But it's true. My long-long-term memory is still fully intact. And as long as I keep talking, I'll remember Tallulah too. Listen. According to","T","long"
"1692",692,2012,"MAG","OutdoorLife","# "" For our average spread of 600, we'll run them 200 yards long with the wind direction and 60 yards wide. If the birds start getting spooky","S","long"
"1693",693,2010,"FIC","Bk:BigGirlNovel","  it hard to believe that this chubby white blond baby was theirs. She had long, straight sturdy legs like Jims. But her features did nt look even remotely","S","long"
"1694",694,2008,"FIC","Bk:HungersHeart","  comfortable. Hell, Drake wasn't even sure he'd manage to live very long with Gabriel as a boss. However, if he was going to be kicked","T","long"
"1695",695,2014,"MAG","USAToday","  . I now part but pray that whatever spirit of Liberty I have conveyed shall long abide among you and among your posterity. # May the Lord bless and Keep","T","long"
"1696",696,2012,"FIC","Bk:2312","  would have gotten from a hyena caught in the same moment, and for a long time no one knew quite what to say. Poaching was no more popular with","T","long"
"1697",697,2012,"FIC","Analog","  our rig sitting undisturbed all night. "" # He frowned, and when his long face grows dour, I could imagine how so many colonial Yankee sinners got scared","U","long"
"1698",698,2014,"FIC","FantasySciFi","  . Well, he could have his victory, I didn't care -- as long as I escaped with minimal losses. We started a new round. Glancing at","O","long"
"1699",699,2011,"FIC","IowaRev","  mother said had to do with the fact that he rarely kept a job for long and so could not afford to drink pop, and he always had a bacon","T","long"
"1700",700,2017,"SPOK","Fox: Fox News Specialists","  president to be even talking about it at all? LAURA-INGRAHAM, -RA# it's long since passed, you know, the conversation of whether Donald Trump is going to","T","long"
"1701",701,2013,"SPOK","NPR: Talk Of The Nation","  's a great pleasure to be here. NEAL-CONAN# And I know you spent a long time finalizing your reading list. You wanted to include not just books you were","T","long"
"1702",702,2007,"SPOK","PBS_Newshour","  DAVID-WOOD: That is something that the military has been pressing for, for a long time, and that Rumsfeld would not countenance. And, so, again,","T","long"
"1703",703,2012,"MAG","PCWorld","slides and notes pages. # People who develop training materials for a living have suffered long enough with PowerPoint' s wretched collaboration features! # David 4134237, Ontario 4127083","T","long"
"1704",704,2007,"FIC","FantasySciFi","  WATERS of the Polozny never freeze. No matter how cold it gets or how long the cold lasts, they are kept warm by a cocktail of pollutants and,","T","long"
"1705",705,2009,"MAG","USCatholic","  to light one of those candles. This simple act-choosing the light-put her on a long road of conversion that led to the clasping of quite another light, the paschal","O","long"
"1706",706,2011,"FIC","KenyonRev","  to articulate to its taillights was lost in the intensifying clatter of wheels and a long mournful whistle it let off as it left the station. # I waited at","T","long"
"1707",707,2014,"FIC","FantasySciFi","  lift and carry, to feel the sun on my face. It took a long time for me to understand what to do with the money, with people,","T","long"
"1708",708,2010,"MAG","USAToday","  , take a look at www.davekny.com for an impressive lineup of messenger bags. THAT LONG, LONG DRIVE ONTO THE GREEN The father-son(s) thing can be a great experience,","U","long"
"1709",709,2017,"FIC","Bk:EnterNarrowGate","  . # Out in the hallway, he found a drinking fountain and took a long drink. Nice beginning to my stay, he thought, as he wet his","T","long"
"1710",710,2016,"FIC","Bk:MurderQueensWardrobe","  appearance. Hairpins pinged, landing on the wide wooden planks when she crossed the long, narrow room that led to her bedchamber. She sighed with relief as she","S","long"
"1711",711,2014,"FIC","LiteraryRev","  something to do with that awful Sid Vicious killing his girlfriend. "" How many Long Island Iced Teas has she downed? Nepivoda says he's not quite sure he","F","long"
"1712",712,2006,"FIC","AntiochRev","  The psychiatrist was a sixty-year-old man of medium height with a swelling paunch. His long hair was gray and his mustache-which Anatole never cared for-drooped a bit at the corners","S","long"
"1713",713,2007,"FIC","WomensStudies","  are the most penetrable. You must dry your hair and pretend, for a long while, that it is not there. If you speak to it, it","T","long"
"1714",714,2007,"FIC","Analog","  , or they bring me their lenses to repair. Some of them tarry too long over the look-glass, though. There's a bawdy house down the street,","T","long"
"1715",715,2012,"FIC","IowaRev","916250796 By the end we were starving. Barros and me. Magellan had long since lowered the sails, so we lay on the deck in the naked sun","T","long"
"1716",716,2012,"SPOK","CNN: Anderson Cooper","  because he means it. And Democrats here have been telling us this for a long time, for months and months and months, before this was even post to","T","long"
"1717",717,2015,"FIC","SouthernRev","  move on. If you run well, or better than you have in a long time, you'll get better. The hell with medicine that comes in a","T","long"
"1718",718,2015,"FIC","Bk:SasquatchHunters","  abandoned the plant and moved to the piano, where he rested one of his long bowed hands on the keys and then leapt in surprise at the tinny noise they","S","long"
"1719",719,2016,"FIC","Analog","  . He'd slept for ten hours. The last time he'd rested that long he'd been six years old, in bed with the measles. "" Why","T","long"
"1720",720,2013,"FIC","Bk:MerryChristmas","  Dark uniform pants and a heavy jacket hid most of her slender body. Her long auburn hair was braided into a style that fit under her cap. Still,","S","long"
"1721",721,2016,"SPOK","CNN: Erin Burnett Outfront","  , for example. Hillary has a long history of effective, progressive advocacy. Long before we were talking about paid family leave, for example, in this country","T","long"
"1722",722,2011,"MAG","TodaysParent","  years. I finally understand what he has been trying to teach me for so long. I will no longer keep score, as I was embarrassed once I realized","T","long"
"1723",723,2014,"SPOK","NBC: Today Show","  DYLAN-DREYER# That was the longest my hair ever was and it's never been that long ever again. WILLIE-GEIST# Is that true? DYLAN-DREYER# Yeah. TAMRON-HALL# I love your","S","long"
"1724",724,2017,"SPOK","ABC: The View","  and check out for the day. You're now on the clock all day long. Well, what's interesting to me was she wasn't recognizable. The","T","long"
"1725",725,2011,"FIC","IowaRev","  , shivered in a flannel jacket buttoned over his buckskin coat and two layers of long Johns. He carried the lamp and steadied his mother's arm, while she","F","long"
"1726",726,2012,"SPOK","NPR_Science","  of very specific antibodies, could cure monkeys. Now, there's still a long way to go, whether this can be used in people. Also, I","T","long"
"1727",727,2009,"FIC","SouthwestRev","  to the present. She and May exchanged a look. A young man with long curly blonde hair and very blue eyes walked into the hallway. Leslie recognized him","S","long"
"1728",728,2015,"SPOK","NBC: Today Show","  HODA-KOTB# All right. Let's play. Kath? KATHIE-LEE-GIFFORD# This lady came a long way to be with us. She's from the Bronx. Okay. Which--","S","long"
"1729",729,2010,"FIC","Bk:DesireMe","  "" "" The elixir? "" Lydia said. Madigan simply nodded. "" How long have you been without it? "" Agnes asked. "" More than a day","T","long"
"1730",730,2014,"SPOK","CBS: This Morning","  sure Joel gets his vocabulary up. That's helpful. If you give him long papers and charts, it's not going to work. Let's be smart","U","long"
"1731",731,2014,"SPOK","PBS: PBS Newshour","  a San Francisco apartment for nearly two decades. He wants to stay there as long as possible, but he knows he needs some help. BUD-GLICKMAN, -Seni# I","T","long"
"1732",732,2015,"FIC","SouthernRev","  for the check. This is the man whose devotion she has admired for so long, and disliked herself for it, because isn't devotion her due? This","T","long"
"1733",733,2014,"MAG","PCWorld",", with the Venue 11 Pro I felt like I wasn' t waiting as long for things to happen. # I just had to see if it could run The","T","long"
"1734",734,2015,"FIC","AntiochRev","  as creek-side ground in the spring. Love is so short, forgetting is so long. She watched her pen write the line, knew she'd never get over","T","long"
"1735",735,2009,"SPOK","Fox_Hume","  how long will it be before Barack Obama deals with it? The president-elect has long said he opposes "" Don't ask, don't tell "" and told a","T","long"
"1736",736,2017,"FIC","Highlights","  There is a story in the Bible about a beautiful queen named Esther, who long ago saved the Jewish people. # Esther was married to Achashverosh, the king","T","long"
"1737",737,2015,"MAG","VegTimes","15 smokin' hot veggie burger recipes will keep your taste buds happy all summer long. # How to Pack the Perfect Picnic # **26;3820;TOOLONG # Say good-bye to soggy","T","long"
"1738",738,2017,"MAG","ESPN","  keep their picks, they have a chance to be very good for a very long time. The status quo is the safest route. They won't jeopardize it","T","long"
"1739",739,2010,"SPOK","NPR_TalkNation","  - move some bill forward. Now that's not going to work, as long as one party insists on, you know, we're going to have this","T","long"
"1740",740,2013,"FIC","FantasySciFi","  puddled water. Then there was silence, utter and complete. Letting out a long breath, Aaron shrugged off his knapsack. He raised a half-full bota bag to","T","long"
"1741",741,2011,"SPOK","NBC_Today","  What do they say? We don't like noise or grass that grows too long. GIFFORD: I think the number one thing is the noise, isn't it","S","long"
"1742",742,2013,"SPOK","NBC: Today Show","  . NATALIE-MORALES# She's a pro. WILLIE-GEIST# I was going to ask you how long it would be until she's back on stage. it was about an hour","T","long"
"1743",743,2010,"FIC","Bk:RavensLadderNovel","  for help, and sometimes when he could not call at all. During the long days of learning, he had pillaged his fathers history scrolls and hunting journals for","T","long"
"1744",744,2015,"MAG","NewStatesman","  ? # This article is published simultaneously in the "" Brain "" season of The Long + Short, Nesta's free online magazine of ideas and innovation. thelongandshort.org #","U","long"
"1745",745,2008,"FIC","Bk:SerpentInGarden","  , big and small. On the wall above her mother's dresser, a long mirror. There were two night tables with lamps, a wooden chair with an","S","long"
"1746",746,2016,"MAG","Slate Magazine","  in his or her life. # Advertisement # Q. Baby photo meltdown: How long am I expected to keep cards and announcements? A bunch of my friends had","T","long"
"1747",747,2006,"MAG","Entertainment","(The WB, Thurs., 8 p.m.) Major movement in season 5-so long, Pa Kent-has helped the WB staple regain its mojo and conquer that freak-of-the-week humdrum","U","long"
"1748",748,2013,"SPOK","CBS: 60 Minutes","  the poachers take, landing on a deserted beach and off we went on a long hike. We walked through scrub brush in blazing heat for almost an hour.","T","long"
"1749",749,2011,"SPOK","CBS_Early","  folks, they make up their minds late in the process and there's a long road ahead. And all these other candidates have to travel that same road.","O","long"
"1750",750,2014,"FIC","Bk:IfYouDontKnowMe","  n't if they were going to do time. It was when and for how long? # "" Why did the judge overturn the jury's decision? "" I","T","long"
"1751",751,2017,"SPOK","ABC: This Week","  long, long slog in the Senate. It's going to be a really long slog in the Senate. And you have had a number of Republican senators make","T","long"
"1752",752,2009,"FIC","Bk:DesertBlooms","  's been in the public eye for almost two years. "" # "" That long? "" # Abernathy nodded. "" The group had a hit single about that","T","long"
"1753",753,2013,"MAG","Atlantic","  . The Inuit's extraordinary way-finding skills are born not of technological prowess -- they long eschewed maps and compasses -- but of a profound understanding of winds, snowdrift patterns","T","long"
"1754",754,2015,"SPOK","PBS: PBS Newshour","  about that. It's just stuff that I have been thinking about for a long time. And I just have been thinking about segregation for some reason, no","T","long"
"1755",755,2017,"MAG","Slate Magazine","  local history at the library, that they learn that Derry, Maine, has long held a grim record for unexplained child disappearances. # Nearly every scene builds to","T","long"
"1756",756,2015,"FIC","VirginiaQRev","  lions' den: curious and terrified all at once. We wore our hair long. We wore beards and M errell hiking boots. No grooming standard. No","S","long"
"1757",757,2008,"MAG","Smithsonian","  a thriving vegetable business. Writer Dean Lunt (right) grew up on tiny Long Island, where his father, David (far right), still manages the","F","long"
"1758",758,2009,"SPOK","PBS_Newshour","  play "" gotcha, "" but I wonder, when you look back over the long arc of your presidency, do you think in retrospect that you have made any","T","long"
"1759",759,2008,"FIC","Analog","  his head, put a finger to his temple, and closed his eyes. Long, uncomfortable minutes passed by. Beads of sweat appeared on Terrell's forehead.","T","long"
"1760",760,2014,"FIC","MassachRev","  mind you, diligently. Betsy was counting the ladderback chairs, eight around the long table and two more on either side of twin windows when Willard said, ""","S","long"
"1761",761,2015,"FIC","ParisRev","  , and I' d picture the Imaginary Intern and me just strolling down a long brutalist concrete promenade leading to an abyss, walking and talking... The Imaginary Intern","S","long"
"1762",762,2011,"FIC","Bk:Scholar","  carry them? "" # "" I could commandeer merchantmen. "" # "" How long before they became as unhappy with you as the Tilborans are? "" # ""","T","long"
"1763",763,2006,"FIC","MassachRev","  and sometimes shallow, and we watched it as it stayed with us a very long time. # It was a cloudless night. The pilot house was empty.","T","long"
"1764",764,2013,"FIC","FantasySciFi","  "" It's none of your business, either. "" She gives me a long look, then nods, as if this settles something. "" I was afraid","T","long"
"1765",765,2015,"SPOK","NBC: Today Show","  to keep it lukewarm because that hot water really over-dries your skin, not too long. When you're drying off, don't rub aggressively that can also irritate","T","long"
"1766",766,2010,"FIC","FantasySciFi","  twitch sends you into agonizing uncertainty, you settle down and tell yourself that as long as you don't see blood in your urine or spittle or stool, things","O","long"
"1767",767,2017,"SPOK","Fox: Fox Hannity","  , and then of course on health care and regulations -- seems like a pretty long list of promises he is fulfilling in week one. What are your thoughts?","O","long"
"1768",768,2017,"FIC","Bk:LikeNeverBefore","  ALL the school board meetings? # Just kidding. I knew it was a long shot. But aren't the best reporters the ones who chase long shots?","O","long"
"1769",769,2010,"FIC","Bk:WeaknessMan","  . The therapist Lola Sorensen, B.S., M.S.W., was a short woman with long red hair. Her husband, a long, sardonic pothead, was the son","S","long"
"1770",770,2013,"SPOK","ABC: 20/20","  bigger and heavier than she is, to drag him all the way back this long hallway, all the way back into the bathroom. And this is where we","S","long"
"1771",771,2013,"MAG","HistoryToday","  mountain pass and into the heart of the old Maya civilisation.' For five long hours we were dragged through mudholes, squeezed in gulleys, knocked against trees,","T","long"
"1772",772,2017,"FIC","The Massachusetts Review","  , and, just to make sure, Gone with the Wind, which was long, easy to read, and, according to her mother, told the truth","T","long"
"1773",773,2008,"SPOK","ABC_Nightline","  to disappoint some if not all of them. He just hasn't been around long enough. I'm a full-fledged canvas. You know, some people love me","T","long"
"1774",774,2006,"FIC","VirginiaQRev","  mista like an angel. Now, go away. "" # "" For how long? "" they asked. # "" Forever, "" Antonio Vieri said. #","T","long"
"1775",775,2013,"FIC","GettysburgRev","  looked alike too. How long before the carpet was tracked and dirty? How long before the new drywall buckled? The foundation cracked? How long does anything stay","T","long"
"1776",776,2016,"SPOK","CNN: CNN Newsroom","  serious because they're not idiots. And they've been at this for a long time. They'll steal the design. They'll buy the designs. They","T","long"
"1777",777,2013,"FIC","Bk:PirateAlley","  . "" # "" Use the LRAD whenever they get in range. "" The Long Range Acoustic Device aimed a powerful sound blast in a narrow cone. At one","F","long"
"1778",778,2014,"FIC","Confrontation","  . Anna had helped to prepare and can each of these during last winter's long nights. Anna and her mother prepare for the day's business. Anna puts","T","long"
"1779",779,2008,"SPOK","ABC_Primetime","  bedroom floor, a pillow, a child's blanket, and duct tape with long, brown hair. Police suspect it belongs to Denise. But neither King nor","S","long"
"1780",780,2016,"MAG","Ars Technica","  applied in a controlled setting, the emissions can be measured to work out how long that individual grain was buried. # Enlarge/ Excavations had to go deep and sample","T","long"
"1781",781,2009,"FIC","Analog","  Cliff's people and all they ever were. The naticha remained still for a long time, her face a mask as she stuthed upon the things Gordon had told","T","long"
"1782",782,2012,"FIC","Bk:Technologists","  to warn me about the sea serpent of the Charles. Nearly one hundred feet long, they said, with humps like a camel and a cry like a braying","S","long"
"1783",783,2006,"FIC","Analog","  at least. "" "" I agree, "" said Aubri. There was another long silence. "" Let's tell stories, "" said Venera brightly. They all","T","long"
"1784",784,2012,"MAG","PopMech","  became mandatory. Watkins Glen hosted Trans-Am races for years, but Road America's long, tree-lined straights, steep hills, and wincingly fast corners always felt more suited","S","long"
"1785",785,2017,"SPOK","ABC: Nightline","  by name. COKIE-ROBERTS# (Off-camera) The average American should be distressed that it took so long for the President of the United States to condemn the Ku Klux Klan and neo-Nazis","T","long"
"1786",786,2011,"FIC","WorldLitToday","  guide her wherever we went, keeping her close to me. We would take long walks through the park in our neighborhood and along the beach. When she felt","B","long"
"1787",787,2016,"FIC","The Antioch Review","  could do you in was thinking the clacks were slowing, that there was a long space between them, when all you'd done is stopped hearing them; stopped","S","long"
"1788",788,2016,"SPOK","Fox: O'Reilly Factor","  G.O.P. at least for the time being? HENRY# Yes, it took him a long time. And here is how I know that it's gotten inside her head","T","long"
"1789",789,2013,"FIC","FantasySciFi","  patient for some sign of an overrght remission. She was jolted awake by a long, low moan coming from the woman occupying the bed. The woman was not","T","long"
"1790",790,2011,"MAG","Backpacker","  park knpwn for ridgewalks in the baking sun, big summer crowds, and notoriously long distances between shelters (with camping prohibited anywhere else). Rent a canoe in","S","long"
"1791",791,2013,"FIC","Bk:Charming","  , visibly debating whether toapproach and talk to me. She didn't hesitate for long, thoughI got theimpression that she rarely hesitated for longand chose to go find herselfa","T","long"
"1792",792,2016,"MAG","Bleacher Report","  eye test says he's good at sequencing his pitches. # This is the long way of saying the obvious: Lewis just plain knows how to pitch. Most","T","long"
"1793",793,2009,"FIC","Bk:Outcast","  man Jaina had barely glimpsed at Luke's arrest, a Rodian holding an unusually long blaster rifle, scoped, in his hands. As they roared past, the","S","long"
"1794",794,2006,"FIC","IowaRev","  low in my abdomen, into the driver's seat. # In our whole long history, Cliff and I had never argued about anything that might damage our relationship","T","long"
"1795",795,2010,"MAG","Esquire","  's in there, "" she says, expressionless, opening her palm toward the long, darkened dining room, through the French doors in the front hall where the","S","long"
"1796",796,2008,"MAG","TownCountry","  year, notes Denise Simpson, director of donor-advised giving at CAFA. "" So long as the organization fits our eligibility criteria, we can then process the grant,","O","long"
"1797",797,2012,"FIC","NewEnglandRev","  n't met us for dinner on a Friday night for a long time, so long that it'd begun to seem like maybe she'd never met us, that","T","long"
"1798",798,2011,"FIC","Bk:Remembering","  wooden chairs sitting against one wall. The Fleur-du-Mal locked the reinforced doors with a long iron key bigger than his own hand, then turned to me. "" This","S","long"
"1799",799,2010,"SPOK","CNN_News","  . And even if you don't speak their language, a smile goes a long way. Sometimes those are the best experiences that happen. KEILAR: I have","O","long"
"1800",800,2013,"SPOK","ABC: 20/20","  . AMY-ROBACH# (Voiceover) Many boys get pulled out of grade school. They put in long hours, often seven days a week with no pay. AMY-ROBACH# (Off-camera) How many","T","long"
"1801",801,2007,"FIC","LiteraryRev","  cake? Yes. Later he'd leaned over and touched her knee with his long lemur fingers. Her knee was bare; it was summer. "" You're","S","long"
"1802",802,2014,"MAG","USAToday","  In our everyday lives, consumers regularly assume many risks. We drive motor vehicles long distances when air travel is safer because using autos is cheaper and more convenient.","S","long"
"1803",803,2012,"FIC","Bk:Games","  sonogram visuals? "" # Benjamin shook his head and pushed his glasses up his long, thin nose. For the first time his face lost its optimistic glow.","S","long"
"1804",804,2015,"MAG","Smithsonian","  . Like the Romans, the Inca needed to move their professional army quickly over long distances. The road also offered a unique communication medium: A corps of imperial","S","long"
"1805",805,2009,"FIC","Bk:KnightsCaptive","  his sleep. # Marc wanted to laugh, but quelled the impulse. Another long, deepening silence wound between them, as the rest of the ruined fort rustled","T","long"
"1806",806,2012,"SPOK","CNN: Piers Morgan Tonight","  WEAVER# Thank you so much. MORGAN# I've wanted to interview you for a long time. WEAVER# Oh, I'm very flattered. I'm delighted to be","T","long"
"1807",807,2015,"SPOK","Fox: Fox Hannity","  'm doing well. But it's a long process. It's a very long process. I don't want to get overly excited, because you're going","T","long"
"1808",808,2010,"FIC","Bk:FadeMidnight","  . The ponderous slow motion made those last moments of clinging stretch out, infinitely long. He struggled to stay conscious. The last wild ride. He'd better","T","long"
"1809",809,2012,"FIC","Bk:RizzosDaughter","fingers. "" # * * * # AT 8:05, Peggy Irish, her long auburn hair glistening under the light of the back bar, noticed something odd.","S","long"
"1810",810,2015,"FIC","Bk:ThoseJensenBoys!","  , anyway. Their restless nature never let them stay in one place for too long. # Quickly, they saddled their horses, a cream-colored gelding for Chance and","T","long"
"1811",811,2013,"FIC","TexasRev","  . Young people in China were considered the hope of the future. Mao had long been concerned with the youth problem. He thought that they had been poisoned by","T","long"
"1812",812,2007,"MAG","Ebony","your heart or physical condition before you start an exercise regimen. 2. Take long walks and engage in low-impact exercise for at least 30 minutes daily. 3.","B","long"
"1813",813,2015,"SPOK","CBS: (--)","  legal a few years ago. And I asked what's the secret to your long relationship thinking they would tell me something about endurance. They said, oh,","T","long"
"1814",814,2016,"FIC","Bk:ConstantFear","  inside his palm like a baseball, and Jake's thoughts flit back to days long gone. He closed his eyes and imagined the smell of fresh-cut grass, the","T","long"
"1815",815,2011,"MAG","SatEvenPost","  they showed after they got here, for almost all of them had to strive long and hard to rise to prosperity, and most of them faced discrimination and disdain","T","long"
"1816",816,2013,"FIC","VirginiaQRev","  ? "" "" I ain't got no idea. I don't care. Long he don't come in here I got no problem with Billy whatever-his-name-is. ""","O","long"
"1817",817,2015,"FIC","LiteraryRev","  truly in charge of their lives. His only worry was whether Sargis would survive long enough to get them to Rebecca' s door. They left six months later","T","long"
"1818",818,2009,"SPOK","CNN_Misc","  for him, you think that he has been waiting for this opportunity for a long time. VOICE-OF-JARRET-BR: Yes. I mean, the fact is that Khalid Sheikh","T","long"
"1819",819,2010,"FIC","AntiochRev","  the soft clinking of china and silverware. If he was thinking anything in the long stretches of silence at the table, it was how beautiful she always looked,","T","long"
"1820",820,2017,"FIC","FantasySciFi","  weight is on that. "" It occurred to me then that the Fleischermanns' long commitment to Lennie had hardly been an act of simple charity. Lennie, in","T","long"
"1821",821,2017,"MAG","Ars Technica","  , but I do hope the powers that be at Syfy will stick with it long enough for us to get us as far as Babylon's Ashes or Persepolis Rising","T","long"
"1822",822,2010,"SPOK","PBS_NewsHour","  story, through poetry. PHILIP-LEVINE-Poe: "" We stand in the rain and a long line waiting at Ford Highland Park for work. You know what work is.","S","long"
"1823",823,2009,"MAG","People","  "" Adds a friend of Couric's: "" They've been good for a long time. They're happy. "" THE People POLL Who Should Star as Frank","T","long"
"1824",824,2008,"FIC","Bk:InsufficiencyMaps","  and swings me around till everything blurs. She smells like cut grass. Her long hair is the color of water at night, thick and slippery on my cheek","S","long"
"1825",825,2011,"MAG","USCatholic","  # Right. We celebrate the Fourth of July, but the Founding Fathers are long gone. Jesus, however, is very much alive, right here, with","T","long"
"1826",826,2015,"FIC","SouthernRev","  flying just yaw and pitch, Marcy dug in her bag in her hotel's long hallway, her fingers searching for something already gone. The light on in her","S","long"
"1827",827,2009,"MAG","Newsweek","  aggressive, and has succeeded. What remains to be seen is whether in the long run his aggression will be more dangerous to Israel or to its enemies. Bergman","T","long"
"1828",828,2015,"SPOK","Fox: Fox Hannity","  another guy get arrested for marijuana. We saw several people getting arrested all night long. But we did do the ride-along for about an hour with the police officers","T","long"
"1829",829,2016,"FIC","Bk:MayhemMargaux","  wine in the world, "" it read. # A true elixir for a long life! Margaux wine revives the body without dulling the mind. Your breath stays","T","long"
"1830",830,2016,"MAG","ESPN","  internally, requiring nothing less than a Herculean effort to rebuild its foundation for the long term, "" said Nikias, a close friend who started his job on the","T","long"
"1831",831,2009,"MAG","Smithsonian","  with fabric but also with used books, vintage toys, folding paper fans, long Johns, foam rubber and high-end stereo equipment. I like to drop in pe-","F","long"
"1832",832,2017,"MAG","Phys.Org","  "" That something as basic as sex in plants could have remained hidden for so long, and then opposed when it finally was described, shows just how powerful cultural","T","long"
"1833",833,2013,"FIC","Bk:AppleOrchard","  art and collectibles. The majority of objects remained in limbo, their original owners long gone. She tried not to imagine the terrible sense of violation so many families","T","long"
